"";"name.company";"ref.date";"1 Ativo Total";"1.01 Ativo Circulante";"1.01.01 Caixa e Equivalentes de Caixa";"1.01.02 Aplicações Financeiras";"1.01.03 Contas a Receber";"1.01.04 Estoques";"1.01.05 Ativos Biológicos";"1.01.06 Tributos a Recuperar";"1.01.07 Despesas Antecipadas";"1.01.08 Outros Ativos Circulantes";"1.02 Ativo Não Circulante";"1.02.01 Ativo Realizável a Longo Prazo";"1.02.02 Investimentos";"1.02.03 Imobilizado";"1.02.04 Intangível";"1.02.05 Diferido";"2 Passivo Total";"2.01 Passivo Circulante";"2.01.01 Obrigações Sociais e Trabalhistas";"2.01.02 Fornecedores";"2.01.03 Obrigações Fiscais";"2.01.04 Empréstimos e Financiamentos";"2.01.05 Outras Obrigações";"2.01.06 Provisões";"2.01.07 Passivos sobre Ativos Não-Correntes a Venda e Descontinuados";"2.01.08 Outros";"2.02 Passivo Não Circulante";"2.02.01 Empréstimos e Financiamentos";"2.02.02 Outras Obrigações";"2.02.03 Tributos Diferidos";"2.02.04 Provisões";"2.02.05 Passivos sobre Ativos Não-Correntes a Venda e Descontinuados";"2.02.06 Lucros e Receitas a Apropriar";"2.03 Patrimônio Líquido";"2.03 Patrimônio Líquido Consolidado";"2.03.01 Capital Social Realizado";"2.03.02 Reservas de Capital";"2.03.03 Reservas de Reavaliação";"2.03.04 Reservas de Lucros";"2.03.05 Lucros/Prejuízos Acumulados";"2.03.06 Ajustes de Avaliação Patrimonial";"2.03.07 Ajustes Acumulados de Conversão";"2.03.08 Outros Resultados Abrangentes";"2.03.09 Participação dos Acionistas Não Controladores";"2.04 Part. de Acionistas Não Controladores";"2.05 Patrimônio Líquido";"2.05.01 Capital Social Realizado";"2.05.02 Reservas de Capital";"2.05.03 Reservas de Reavaliação";"2.05.04 Reservas de Lucro";"2.05.05 Ajustes de Avaliação Patrimonial";"2.05.06 Lucros/Prejuízos Acumulados";"2.05.07 Adiantamento para Futuro Aumento Capital";"3.01 Receita de Venda de Bens e/ou Serviços";"3.02 Custo dos Bens e/ou Serviços Vendidos";"3.03 Resultado Bruto";"3.04 Despesas/Receitas Operacionais";"3.05 Resultado Antes do Resultado Financeiro e dos Tributos";"3.06 Resultado Financeiro";"3.07 Resultado Antes dos Tributos sobre o Lucro";"3.08 Imposto de Renda e Contribuição Social sobre o Lucro";"3.09 Resultado Líquido das Operações Continuadas";"3.10 Resultado Líquido de Operações Descontinuadas";"3.11 Lucro/Prejuízo Consolidado do Período";"3.11 Lucro/Prejuízo do Período";"3.12 Participações/Contribuições Estatutárias";"3.13 Reversão dos Juros sobre Capital Próprio";"3.14 Part. de Acionistas Não Controladores";"3.15 Lucro/Prejuízo do Período";"3.99 Lucro por Ação - (Reais / Ação)";"6.01 Receitas";"6.01.01 Vendas Mercadorias, Produtos e Serviços";"6.01.02 Outras Receitas";"6.01.03 Receitas refs. à Constr. Ativos Próprios";"6.01.04 Provisão/Rev. Créds. Liquidação Duvidosa";"6.02 Insumos Adquiridos de Terceiros";"6.02.01 Custos Prods., Mercs. e Servs. Vendidos";"6.02.02 Materiais-Energia-Servs Terceiros-Outros";"6.02.03 Perda/Recuperação de Valores Ativos";"6.02.04 Outros";"6.03 Valor Adicionado Bruto";"6.04 Retenções";"6.04.01 Depreciação, Amortização e Exaustão";"6.04.02 Outras";"6.05 Valor Adicionado Líquido Produzido";"6.06 Vlr Adicionado Recebido em Transferência";"6.06.01 Resultado de Equivalência Patrimonial";"6.06.02 Receitas Financeiras";"6.06.03 Outros";"6.07 Valor Adicionado Total a Distribuir";"6.08 Distribuição do Valor Adicionado";"6.08.01 Pessoal";"6.08.02 Impostos, Taxas e Contribuições";"6.08.03 Remuneração de Capitais de Terceiros";"6.08.04 Remuneração de Capitais Próprios";"6.08.05 Outros";"7.01 Receitas";"7.01.01 Vendas de Mercadorias, Produtos e Serviços";"7.01.02 Outras Receitas";"7.01.03 Receitas refs. à Construção de Ativos Próprios";"7.01.04 Provisão/Reversão de Créds. Liquidação Duvidosa";"7.02 Insumos Adquiridos de Terceiros";"7.02.01 Custos Prods., Mercs. e Servs. Vendidos";"7.02.02 Materiais, Energia, Servs. de Terceiros e Outros";"7.02.03 Perda/Recuperação de Valores Ativos";"7.02.04 Outros";"7.03 Valor Adicionado Bruto";"7.04 Retenções";"7.04.01 Depreciação, Amortização e Exaustão";"7.04.02 Outras";"7.05 Valor Adicionado Líquido Produzido";"7.06 Vlr Adicionado Recebido em Transferência";"7.06.01 Resultado de Equivalência Patrimonial";"7.06.02 Receitas Financeiras";"7.06.03 Outros";"7.07 Valor Adicionado Total a Distribuir";"7.08 Distribuição do Valor Adicionado";"7.08.01 Pessoal";"7.08.02 Impostos, Taxas e Contribuições";"7.08.03 Remuneração de Capitais de Terceiros";"7.08.04 Remuneração de Capitais Próprios";"7.08.05 Outros";"cnpj";"ano";"constitu";"setor";"subsetor";"estado";"segmento";"patentes";"cedentes";"cessionaria";"num_patentes";"e_cedente";"num_cedentes";"e_cessionaria";"num_cessionaria";"CATEG_REG";"SETOR_ATIV";"UF";"DT_REG";"DT_CONST"
"2416";"VALID SOLUÇÕES E SERVIÇOS DE SEGURANÇA EM MEIOS DE PAGAMENTO E IDENTIFICAÇÃO S.A.";2015-12-31;2156239;871960;241283;9314;373512;181831;0;22958;43062;0;1284279;99932;26284;428564;729499;NA;2156239;437464;78070;132174;18811;168175;40234;0;0;NA;640549;583248;7856;26490;22955;0;0;NA;1078226;740820;9194;0;280793;0;0;34949;0;12470;NA;NA;NA;NA;NA;NA;NA;NA;NA;1637407;-1206695;430712;-237060;193652;-14193;179459;-46361;133098;0;133098;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1766104;1766238;2381;0;-2515;-789488;-679058;-110430;0;0;976616;-87631;-87631;0;888985;108036;5445;102591;0;997021;997021;464983;236703;162237;133098;0;"33113309000147";2015;"1957-01-01";"Bens Industriais";"Serviços";"RJ";"Serviços Diversos";1;0;0;4;1;0;1;0;"Categoria A";"GRÁFICAS E EDITORAS";"RJ";"12/04/2006";"01/01/1957"
"2417";"VALID SOLUÇÕES E SERVIÇOS DE SEGURANÇA EM MEIOS DE PAGAMENTO E IDENTIFICAÇÃO S.A.";2016-12-31;2074697;902566;394777;5842;317248;128999;0;25173;30527;0;1172131;143693;26284;400460;627978;NA;2074697;544083;68002;106027;11694;326049;32311;0;0;NA;538464;475421;10274;32980;19789;0;0;NA;992150;740820;9443;0;307685;0;0;-77227;0;11429;NA;NA;NA;NA;NA;NA;NA;NA;NA;1723850;-1277200;446650;-333454;113196;-45750;67446;-817;66629;21766;88395;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1871599;1846492;42529;0;-17422;-870946;-717837;-153109;0;0;1000653;-112147;-112147;0;888506;54967;1939;53028;0;943473;943473;499874;208511;146693;88395;0;"33113309000147";2016;"1957-01-01";"Bens Industriais";"Serviços";"RJ";"Serviços Diversos";1;0;0;5;1;0;1;0;"Categoria A";"GRÁFICAS E EDITORAS";"RJ";"12/04/2006";"01/01/1957"
"2418";"VALID SOLUÇÕES E SERVIÇOS DE SEGURANÇA EM MEIOS DE PAGAMENTO E IDENTIFICAÇÃO S.A.";2017-12-31;2059765;859518;296857;16715;351483;118262;0;51491;23919;791;1200247;179337;39006;364250;617654;NA;2059765;448118;63915;99705;11252;255885;17361;0;0;NA;620952;549599;17141;36805;17407;0;0;NA;990695;904508;10799;0;135011;0;0;-71317;0;11694;NA;NA;NA;NA;NA;NA;NA;NA;NA;1574474;-1220947;353527;-259792;93735;-29323;64412;-36654;27758;21766;27758;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1698032;1695819;1057;0;1156;-802194;-686595;-115599;0;0;895838;-112917;-112917;0;782921;72441;-1659;74100;0;855362;855362;465152;217774;144678;27758;0;"33113309000147";2017;"1957-01-01";"Bens Industriais";"Serviços";"RJ";"Serviços Diversos";0;0;0;0;1;0;1;0;"Categoria A";"GRÁFICAS E EDITORAS";"RJ";"12/04/2006";"01/01/1957"
"2419";"VERT COMPANHIA SECURITIZADORA";2016-12-31;1206;948;763;0;168;0;0;4;9;4;258;0;0;182;76;0;1206;516;1;2;1;400;112;0;0;NA;0;0;0;0;0;0;0;690;NA;1110;0;0;0;-420;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;-14;-14;-412;-426;6;-420;0;-420;0;NA;-420;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;-112;-14;-98;0;0;-112;-22;-22;0;-134;6;0;6;0;-128;-128;236;54;2;-420;0;"25005683000109";2016;"2016-05-24";"Não Classificados";"Não Classificado";"SP";"Não Classificados";0;0;0;0;0;0;0;0;"Categoria B";"SECURITIZAÇÃO DE RECEBÍVEIS";"SP";"25/08/2016";"24/05/2016"
"2420";"VERT COMPANHIA SECURITIZADORA";2017-12-31;1283;640;293;0;5;0;0;21;1;320;643;0;0;581;62;0;1283;41;1;3;13;400;24;0;0;NA;0;0;0;0;0;0;0;1242;NA;1200;0;0;42;-420;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1637;-18;1619;-1045;574;18;592;-117;475;0;NA;475;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1813;1813;0;0;0;-614;-18;-596;0;0;1199;-88;-88;0;1111;29;0;29;0;1140;1140;293;361;11;475;0;"25005683000109";2017;"2016-05-24";"Não Classificados";"Não Classificado";"SP";"Não Classificados";0;0;0;0;0;0;0;0;"Categoria B";"SECURITIZAÇÃO DE RECEBÍVEIS";"SP";"25/08/2016";"24/05/2016"
"2421";"VIA VAREJO S.A.";2010-12-31;9891828;7760630;1352290;600613;1976792;2403546;0;558517;132362;736510;2131198;1134751;95336;777513;123598;NA;9891828;5317027;290245;2381450;272427;1630638;299239;443028;0;NA;2005920;1597566;286362;12477;109515;0;0;NA;2568881;2895453;40589;0;36768;-428201;189;0;0;24272;NA;NA;NA;NA;NA;NA;NA;NA;NA;8606042;-6702279;1903763;-1600848;302915;-415271;-112356;46547;-65809;0;-65809;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10067933;10013042;106874;0;-51983;-7803552;-6873953;-944830;15231;-7954;2264381;-66513;-66513;0;2197868;47137;12799;34338;0;2245005;2245005;681313;997491;632010;-65809;0;"33041260065290";2010;"1946-07-12";"Consumo Cíclico";"Comércio";NA;"Eletrodomésticos";0;0;0;0;1;0;1;0;"Categoria A";"COMÉRCIO (ATACADO E VAREJO)";"SP";"24/11/1981";"12/07/1946"
"2422";"VIA VAREJO S.A.";2011-12-31;11674930;8401963;1425768;600613;3616524;2688139;0;449408;39547;182577;3272967;2157089;97020;911914;106944;NA;11674930;6877477;382974;2857469;240303;2858730;32593;505408;0;NA;2121938;1502201;459662;0;160075;0;0;NA;2675515;2895453;42137;0;24969;-325937;189;0;0;38893;NA;NA;NA;NA;NA;NA;NA;NA;NA;21016716;-14967819;6048897;-5198673;850224;-691885;158339;-54485;103854;0;103854;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24032238;24249687;28936;0;-246385;-18310918;-15961217;-2466514;116813;0;5721320;-159129;-159129;0;5562191;272085;15907;256178;0;5834276;5834276;3020888;1223831;1485703;103854;0;"33041260065290";2011;"1946-07-12";"Consumo Cíclico";"Comércio";NA;"Eletrodomésticos";0;0;1;0;1;0;1;1;"Categoria A";"COMÉRCIO (ATACADO E VAREJO)";"SP";"24/11/1981";"12/07/1946"
"2423";"VIA VAREJO S.A.";2012-12-31;12082472;8512511;2581134;600613;2403192;2697498;0;614924;29334;186429;3569961;2327130;92483;1027349;122999;NA;12082472;7439341;312365;3132545;461042;2791834;114526;627029;0;NA;1647543;999255;480204;3384;164700;0;0;NA;2995588;2895453;44202;0;15059;-300968;0;0;0;40874;NA;NA;NA;NA;NA;NA;NA;NA;NA;22846250;-16497841;6348409;-5134479;1213930;-677390;536540;-214381;322159;0;322159;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25826270;26136645;17013;0;-327388;-19565144;-17132222;-2437557;4635;0;6261126;-198375;-198375;0;6062751;180220;-454;180674;0;6242971;6242971;3027729;1472706;1420377;322159;0;"33041260065290";2012;"1946-07-12";"Consumo Cíclico";"Comércio";NA;"Eletrodomésticos";0;0;0;0;1;0;1;0;"Categoria A";"COMÉRCIO (ATACADO E VAREJO)";"SP";"24/11/1981";"12/07/1946"
"2424";"VIA VAREJO S.A.";2013-12-31;13457823;8984634;3508878;24453;2239893;2335994;0;579009;46663;249744;4473189;1836858;669312;1149500;817519;NA;13457823;7809434;314612;3149899;528378;3055807;54419;706319;0;NA;1697586;906732;415169;3171;372514;0;0;NA;3950803;2895453;271026;0;15059;769265;0;0;0;40874;NA;NA;NA;NA;NA;NA;NA;NA;NA;21755945;-15055825;6700120;-4462755;2237365;-550715;1686650;-512024;1174626;-30107;1144519;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25293965;24973683;762510;0;-442228;-17727001;-15309488;-2417513;0;0;7566964;-156219;-156219;0;7410745;279047;15132;263915;0;7689792;7689792;2774241;2215996;1524929;1174626;0;"33041260065290";2013;"1946-07-12";"Consumo Cíclico";"Comércio";NA;"Eletrodomésticos";0;0;0;0;1;0;1;0;"Categoria A";"COMÉRCIO (ATACADO E VAREJO)";"SP";"24/11/1981";"12/07/1946"
"2425";"VIA VAREJO S.A.";2014-12-31;16004000;10717000;4448000;24000;2338000;2984000;0;486000;47000;461000;5287000;2107000;809000;1313000;1058000;NA;16004000;9719000;395000;4132000;503000;3409000;1280000;0;0;NA;1570000;297000;701000;3000;569000;0;0;NA;4715000;2895000;369000;0;1451000;769000;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;22674000;-15319000;7355000;-5264000;2091000;-679000;1412000;-474000;938000;-30000;938000;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25302000;25752000;16000;0;-466000;-18306000;-15942000;-2442000;78000;0;6996000;-179000;-179000;0;6817000;369000;3000;357000;9000;7186000;7186000;2982000;1463000;1803000;938000;0;"33041260065290";2014;"1946-07-12";"Consumo Cíclico";"Comércio";NA;"Eletrodomésticos";0;1;0;0;1;1;1;0;"Categoria A";"COMÉRCIO (ATACADO E VAREJO)";"SP";"24/11/1981";"12/07/1946"
"2426";"VIA VAREJO S.A.";2015-12-31;16288000;10671000;5580000;24000;1915000;2578000;0;296000;33000;269000;5617000;3008000;122000;1407000;1080000;NA;16288000;9468000;465000;3783000;489000;2679000;2052000;0;0;NA;2574000;580000;1188000;27000;779000;0;0;NA;4246000;2895000;507000;0;894000;0;0;-50000;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;19268000;-13095000;6173000;-5466000;707000;-627000;80000;-66000;14000;0;14000;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21286000;21818000;20000;0;-552000;-15565000;-13351000;-2246000;32000;0;5721000;-231000;-231000;0;5490000;151000;-185000;335000;1000;5641000;5641000;2915000;974000;1738000;14000;0;"33041260065290";2015;"1946-07-12";"Consumo Cíclico";"Comércio";NA;"Eletrodomésticos";0;0;0;0;1;0;1;0;"Categoria A";"COMÉRCIO (ATACADO E VAREJO)";"SP";"24/11/1981";"12/07/1946"
"2427";"VIA VAREJO S.A.";2016-12-31;17527000;10708000;4030000;0;2782000;3054000;0;581000;23000;238000;6819000;3980000;144000;1438000;1257000;NA;17527000;12057000;477000;5618000;6e+05;3532000;1830000;0;0;NA;2662000;407000;1335000;14000;906000;0;0;NA;2808000;2895000;-886000;0;799000;0;0;-50000;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;19819000;-13113000;6706000;-5993000;713000;-776000;-63000;-32000;-95000;0;-95000;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21743000;22293000;23000;0;-573000;-16323000;-13834000;-2470000;-19000;0;5420000;-223000;-223000;0;5197000;95000;-187000;280000;2000;5292000;5292000;2671000;887000;1829000;-95000;0;"33041260065290";2016;"1946-07-12";"Consumo Cíclico";"Comércio";NA;"Eletrodomésticos";0;0;0;0;1;0;1;0;"Categoria A";"COMÉRCIO (ATACADO E VAREJO)";"SP";"24/11/1981";"12/07/1946"
"2428";"VIA VAREJO S.A.";2017-12-31;19931000;12443000;3559000;0;3988000;4379000;0;219000;0;298000;7488000;4743000;89000;1423000;1233000;NA;19931000;14278000;552000;7726000;265000;3802000;1933000;0;0;NA;2694000;397000;1053000;5000;1239000;0;0;NA;2959000;2896000;-881000;0;944000;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;25690000;-17510000;8180000;-7138000;1042000;-765000;277000;-82000;195000;0;195000;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28427000;29122000;22000;0;-717000;-21913000;-18549000;-3430000;66000;0;6514000;-319000;-319000;0;6195000;301000;26000;275000;1000;6496000;6496000;2994000;1412000;1895000;195000;0;"33041260065290";2017;"1946-07-12";"Consumo Cíclico";"Comércio";NA;"Eletrodomésticos";0;0;0;0;1;0;1;0;"Categoria A";"COMÉRCIO (ATACADO E VAREJO)";"SP";"24/11/1981";"12/07/1946"
"2429";"VISION SECURITIZADORA";2010-12-31;279421,388;1367,698;1316,933;0;7,728;0;0;43,037;0;0;278053,69;278053,69;0;0;0;0;279421,388;0,035;0;0;0,035;0;1,7;0;0;NA;279199,057;0;279199,057;0;0;0;0;222,296;NA;740;0;0;0;-517,704;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2465,852;-2465,852;-9,405;-193,199;-193,199;14,724;-178,475;0;-178,475;0;NA;-178,475;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2465,852;0;2465,852;0;0;-2656,938;-2465,852;-191,086;0;0;-191,086;0;0;0;-191,086;14,746;0;14,746;0;-176,34;-176,34;0;2,113;0,022;-178,475;0;"08937002000113";2010;"2007-06-06";"Não Classificados";"Não Classificados";"SP";"Não Classificado";0;0;0;0;0;0;0;0;"Categoria B";"SECURITIZAÇÃO DE RECEBÍVEIS";"SP";"29/08/2007";"06/06/2007"
"2430";"VISION SECURITIZADORA";2011-12-31;241843,244;1336,858;1289,173;0;7,728;0;0;47,685;0;0;240506,386;240506,386;0;0;0;0;241843,244;0,035;0;0;0,035;0;1,7;0;0;NA;241576,013;0;241576,013;0;0;0;0;267,231;NA;1043;0;0;0;-775,769;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2465,852;-2465,852;-9,405;-272,107;-272,107;14,042;-258,065;0;-258,065;0;NA;-258,065;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2465,852;0;2465,852;0;0;-2734,721;-2465,852;-268,869;0;0;-268,869;0;0;0;-268,869;14,042;0;14,042;0;-254,827;-254,827;0;3,238;0,022;-258,065;0;"08937002000113";2011;"2007-06-06";"Não Classificados";"Não Classificados";"SP";"Não Classificado";0;0;0;0;0;0;0;0;"Categoria B";"SECURITIZAÇÃO DE RECEBÍVEIS";"SP";"29/08/2007";"06/06/2007"
"2431";"VISION SECURITIZADORA";2012-12-31;261735,408;1125,493;1125,493;0;7,728;0;0;47,685;0;0;260609,915;260609,915;0;0;0;0;261735,408;2,349;0;0;0,049;0;2,3;0;0;NA;261633,209;0;261633,209;0;0;0;0;99,85;NA;1043;0;0;0;-943,15;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2465,852;-2465,852;0;-175,268;-175,268;7,887;-167,381;0;-167,381;0;NA;-167,381;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2465,852;0;2465,852;0;0;-2588,093;-2465,852;-122,241;0;0;-122,241;0;0;0;-122,241;11,922;0;11,922;0;-110,319;-110,319;0;8,628;0,022;-167,381;48,434;"08937002000113";2012;"2007-06-06";"Não Classificados";"Não Classificados";"SP";"Não Classificado";0;0;0;0;0;0;0;0;"Categoria B";"SECURITIZAÇÃO DE RECEBÍVEIS";"SP";"29/08/2007";"06/06/2007"
"2432";"VISION SECURITIZADORA";2013-12-31;282834,136;981,548;977,894;0;1,584;0;0;2,07;0;0;281852,588;281852,588;0;0;0;0;282834,136;23,119;0;0;0,119;0;23;0;0;NA;282830,129;0;282830,129;0;0;0;0;-19,112;NA;1043;0;0;0;-1062,112;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2465,852;-2465,852;0;-121,673;-121,673;2,711;-118,962;0;-118,962;0;NA;-118,962;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2465,852;0;2465,852;0;0;-2584,579;-2465,852;-118,727;0;0;-118,727;0;0;0;-118,727;2,76;0;2,76;0;-115,967;-115,967;0;2,946;0,049;-118,962;48,434;"08937002000113";2013;"2007-06-06";"Não Classificados";"Não Classificados";"SP";"Não Classificado";0;0;0;0;0;0;0;0;"Categoria B";"SECURITIZAÇÃO DE RECEBÍVEIS";"SP";"29/08/2007";"06/06/2007"
"2433";"VISION SECURITIZADORA";2014-12-31;307401,76;883,394;805,506;74,338;1,48;0;0;2,07;0;0;306518,366;306518,366;0;0;0;0;307401,76;74,188;0;0;0,063;0;74,125;0;0;NA;307396,657;0;307396,657;0;0;0;0;-69,085;NA;1143;0;0;0;-1212,085;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2465,852;-2465,852;0;-149,472;-149,472;-0,501;-149,973;0;-149,973;0;NA;-149,973;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2465,852;0;2465,852;0;0;-2612,091;-2465,852;-146,239;0;0;-146,239;0;0;0;-146,239;2,76;0;2,76;0;-146,239;-146,239;0;3,505;0,229;-149,973;48,434;"08937002000113";2014;"2007-06-06";"Não Classificados";"Não Classificados";"SP";"Não Classificado";0;0;0;0;0;0;0;0;"Categoria B";"SECURITIZAÇÃO DE RECEBÍVEIS";"SP";"29/08/2007";"06/06/2007"
"2434";"VISION SECURITIZADORA";2015-12-31;336888,648;791,974;18,188;771,716;1,48;0;0;2,07;0;0;336096,674;336096,674;0;0;0;0;336888,648;20,727;0;0;0,576;0;20,151;0;0;NA;336885,359;0;336885,359;0;0;0;0;-17,438;NA;1293;48,874;0;0;-1359,312;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2465,852;-2465,852;0;-147,227;-147,227;-0,501;-147,227;0;-147,227;0;NA;-147,227;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2465,852;0;2465,852;0;0;-2613,079;-2465,852;-147,227;0;0;-147,227;0;0;0;-147,227;2,76;0;2,76;0;-147,227;-147,227;0;3,505;0,229;-147,227;0;"08937002000113";2015;"2007-06-06";"Não Classificados";"Não Classificados";"SP";"Não Classificado";0;0;0;0;0;0;0;0;"Categoria B";"SECURITIZAÇÃO DE RECEBÍVEIS";"SP";"29/08/2007";"06/06/2007"
"2435";"VISION SECURITIZADORA";2016-12-31;369339,939;640,234;17,76;620,404;1,48;0;0;2,07;0;0;368699,705;368699,705;0;0;0;0;369339,939;8,848;0;0;0,576;0;8,848;0;0;NA;369337,458;0;369337,458;0;0;0;0;-6,367;NA;1293;171,403;0;0;-1470,77;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2465,852;-2465,852;0;-111,458;-111,458;-0,501;-111,458;0;-111,458;0;NA;-111,458;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2465,852;0;2465,852;0;0;-2577,31;-2465,852;-111,458;0;0;-111,458;0;0;0;-111,458;0;0;0;0;-111,458;-111,458;0;3,505;0,229;-111,458;0;"08937002000113";2016;"2007-06-06";"Não Classificados";"Não Classificados";"SP";"Não Classificado";0;0;0;0;0;0;0;0;"Categoria B";"SECURITIZAÇÃO DE RECEBÍVEIS";"SP";"29/08/2007";"06/06/2007"
"2436";"VISION SECURITIZADORA";2017-12-31;398401,859;514,113;10,512;500,401;3,2;0;0;2,07;0;0;397887,746;397887,746;0;0;0;0;398401,859;0,511;0;0;0,511;0;8,848;0;0;NA;398388,302;0;398388,302;0;0;0;0;13,046;NA;1630,202;51,5;0;0;-1668,656;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2465,852;-2465,852;0;-197,886;-197,886;0;-197,886;0;-197,886;0;NA;-197,886;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2465,852;0;2465,852;0;0;-2663,738;-2465,852;-197,886;0;0;-197,886;0;0;0;-197,886;0;0;0;0;-197,886;-197,886;0;0;0;-197,886;0;"08937002000113";2017;"2007-06-06";"Não Classificados";"Não Classificados";"SP";"Não Classificado";0;0;0;0;0;0;0;0;"Categoria B";"SECURITIZAÇÃO DE RECEBÍVEIS";"SP";"29/08/2007";"06/06/2007"
