"";"name.company";"ref.date";"1 Ativo Total";"1.01 Ativo Circulante";"1.01.01 Caixa e Equivalentes de Caixa";"1.01.02 Aplicações Financeiras";"1.01.03 Contas a Receber";"1.01.04 Estoques";"1.01.05 Ativos Biológicos";"1.01.06 Tributos a Recuperar";"1.01.07 Despesas Antecipadas";"1.01.08 Outros Ativos Circulantes";"1.02 Ativo Não Circulante";"1.02.01 Ativo Realizável a Longo Prazo";"1.02.02 Investimentos";"1.02.03 Imobilizado";"1.02.04 Intangível";"1.02.05 Diferido";"2 Passivo Total";"2.01 Passivo Circulante";"2.01.01 Obrigações Sociais e Trabalhistas";"2.01.02 Fornecedores";"2.01.03 Obrigações Fiscais";"2.01.04 Empréstimos e Financiamentos";"2.01.05 Outras Obrigações";"2.01.06 Provisões";"2.01.07 Passivos sobre Ativos Não-Correntes a Venda e Descontinuados";"2.01.08 Outros";"2.02 Passivo Não Circulante";"2.02.01 Empréstimos e Financiamentos";"2.02.02 Outras Obrigações";"2.02.03 Tributos Diferidos";"2.02.04 Provisões";"2.02.05 Passivos sobre Ativos Não-Correntes a Venda e Descontinuados";"2.02.06 Lucros e Receitas a Apropriar";"2.03 Patrimônio Líquido";"2.03 Patrimônio Líquido Consolidado";"2.03.01 Capital Social Realizado";"2.03.02 Reservas de Capital";"2.03.03 Reservas de Reavaliação";"2.03.04 Reservas de Lucros";"2.03.05 Lucros/Prejuízos Acumulados";"2.03.06 Ajustes de Avaliação Patrimonial";"2.03.07 Ajustes Acumulados de Conversão";"2.03.08 Outros Resultados Abrangentes";"2.03.09 Participação dos Acionistas Não Controladores";"2.04 Part. de Acionistas Não Controladores";"2.05 Patrimônio Líquido";"2.05.01 Capital Social Realizado";"2.05.02 Reservas de Capital";"2.05.03 Reservas de Reavaliação";"2.05.04 Reservas de Lucro";"2.05.05 Ajustes de Avaliação Patrimonial";"2.05.06 Lucros/Prejuízos Acumulados";"2.05.07 Adiantamento para Futuro Aumento Capital";"3.01 Receita de Venda de Bens e/ou Serviços";"3.02 Custo dos Bens e/ou Serviços Vendidos";"3.03 Resultado Bruto";"3.04 Despesas/Receitas Operacionais";"3.05 Resultado Antes do Resultado Financeiro e dos Tributos";"3.06 Resultado Financeiro";"3.07 Resultado Antes dos Tributos sobre o Lucro";"3.08 Imposto de Renda e Contribuição Social sobre o Lucro";"3.09 Resultado Líquido das Operações Continuadas";"3.10 Resultado Líquido de Operações Descontinuadas";"3.11 Lucro/Prejuízo Consolidado do Período";"3.11 Lucro/Prejuízo do Período";"3.12 Participações/Contribuições Estatutárias";"3.13 Reversão dos Juros sobre Capital Próprio";"3.14 Part. de Acionistas Não Controladores";"3.15 Lucro/Prejuízo do Período";"3.99 Lucro por Ação - (Reais / Ação)";"6.01 Receitas";"6.01.01 Vendas Mercadorias, Produtos e Serviços";"6.01.02 Outras Receitas";"6.01.03 Receitas refs. à Constr. Ativos Próprios";"6.01.04 Provisão/Rev. Créds. Liquidação Duvidosa";"6.02 Insumos Adquiridos de Terceiros";"6.02.01 Custos Prods., Mercs. e Servs. Vendidos";"6.02.02 Materiais-Energia-Servs Terceiros-Outros";"6.02.03 Perda/Recuperação de Valores Ativos";"6.02.04 Outros";"6.03 Valor Adicionado Bruto";"6.04 Retenções";"6.04.01 Depreciação, Amortização e Exaustão";"6.04.02 Outras";"6.05 Valor Adicionado Líquido Produzido";"6.06 Vlr Adicionado Recebido em Transferência";"6.06.01 Resultado de Equivalência Patrimonial";"6.06.02 Receitas Financeiras";"6.06.03 Outros";"6.07 Valor Adicionado Total a Distribuir";"6.08 Distribuição do Valor Adicionado";"6.08.01 Pessoal";"6.08.02 Impostos, Taxas e Contribuições";"6.08.03 Remuneração de Capitais de Terceiros";"6.08.04 Remuneração de Capitais Próprios";"6.08.05 Outros";"7.01 Receitas";"7.01.01 Vendas de Mercadorias, Produtos e Serviços";"7.01.02 Outras Receitas";"7.01.03 Receitas refs. à Construção de Ativos Próprios";"7.01.04 Provisão/Reversão de Créds. Liquidação Duvidosa";"7.02 Insumos Adquiridos de Terceiros";"7.02.01 Custos Prods., Mercs. e Servs. Vendidos";"7.02.02 Materiais, Energia, Servs. de Terceiros e Outros";"7.02.03 Perda/Recuperação de Valores Ativos";"7.02.04 Outros";"7.03 Valor Adicionado Bruto";"7.04 Retenções";"7.04.01 Depreciação, Amortização e Exaustão";"7.04.02 Outras";"7.05 Valor Adicionado Líquido Produzido";"7.06 Vlr Adicionado Recebido em Transferência";"7.06.01 Resultado de Equivalência Patrimonial";"7.06.02 Receitas Financeiras";"7.06.03 Outros";"7.07 Valor Adicionado Total a Distribuir";"7.08 Distribuição do Valor Adicionado";"7.08.01 Pessoal";"7.08.02 Impostos, Taxas e Contribuições";"7.08.03 Remuneração de Capitais de Terceiros";"7.08.04 Remuneração de Capitais Próprios";"7.08.05 Outros";"cnpj";"ano";"constitu";"setor";"subsetor";"estado";"segmento";"patentes";"cedentes";"cessionaria";"num_patentes";"e_cedente";"num_cedentes";"e_cessionaria";"num_cessionaria";"CATEG_REG";"SETOR_ATIV";"UF";"DT_REG";"DT_CONST"
"798";"DTCOM - DIRECT TO COMPANY S.A.";2010-12-31;16764;2137;287;0;903;0;0;754;2;191;14627;353;0;9155;5119;1903;16764;5826;672;563;2945;1611;35;0;0;NA;5067;915;3808;0;344;0;0;5871;NA;54107;150;812;0;-52062;2864;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12422;-8090;4332;-3744;588;-1091;-503;-5;-508;0;NA;-508;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17126;14118;2856;0;152;-10480;0;-10475;-5;0;6646;-1213;-1213;0;5433;41;0;41;0;5474;5474;3138;1712;1132;-508;0;"03303999000136";2010;"1999-07-20";"Bens Industriais";"Serviços";"PR";"Serviços Diversos";0;0;0;0;0;0;0;0;"Categoria A";"TELECOMUNICAÇÕES";"PR";"04/02/2000";"20/07/1999"
"799";"DTCOM - DIRECT TO COMPANY S.A.";2011-12-31;15861;1856;86;0;901;0;0;643;2;224;14005;212;0;8517;5276;1903;15861;5476;827;476;3199;940;34;0;0;NA;5734;792;4905;0;37;0;0;4651;NA;54110;150;585;0;-52727;2533;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11149;-6725;4424;-4409;15;-1408;-1393;-5;-1393;0;NA;-1393;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13155;12733;422;0;152;-6407;0;-6391;-16;0;6748;-1709;-1709;0;5039;119;0;119;0;5158;5158;3338;1601;1612;-1393;0;"03303999000136";2011;"1999-07-20";"Bens Industriais";"Serviços";"PR";"Serviços Diversos";0;0;0;0;0;0;0;0;"Categoria A";"TELECOMUNICAÇÕES";"PR";"04/02/2000";"20/07/1999"
"800";"DTCOM - DIRECT TO COMPANY S.A.";2012-12-31;15702;2441;237;0;1224;0;0;500;4;476;13261;95;0;7947;5219;0;15702;5574;677;496;3533;831;37;0;0;NA;5300;405;4895;0;37;0;0;4828;NA;54110;150;360;0;-51993;2201;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12061;-6517;5544;-3731;1813;-1582;231;-226;5;0;NA;5;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14139;13719;420;0;152;-5544;0;-5539;-5;0;8595;-1757;-1757;0;6838;15;0;15;0;6853;6853;3484;1676;1688;5;0;"03303999000136";2012;"1999-07-20";"Bens Industriais";"Serviços";"PR";"Serviços Diversos";0;0;0;0;0;0;0;0;"Categoria A";"TELECOMUNICAÇÕES";"PR";"04/02/2000";"20/07/1999"
"801";"DTCOM - DIRECT TO COMPANY S.A.";2013-12-31;16187;3796;1134;0;1497;0;0;664;2;499;12391;48;0;7003;5340;0;16187;6813;833;621;3848;1493;18;0;0;NA;5652;1077;4575;0;37;0;0;3722;NA;54110;150;269;0;-52624;1817;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12441;-7529;4912;-4751;161;-1465;-1304;-226;-1304;0;NA;-1304;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14299;14147;152;0;0;-6749;0;-6735;-14;0;7550;-1498;-1498;0;6052;4;0;4;0;6056;6056;4066;1726;1568;-1304;0;"03303999000136";2013;"1999-07-20";"Bens Industriais";"Serviços";"PR";"Serviços Diversos";0;0;0;0;0;0;0;0;"Categoria A";"TELECOMUNICAÇÕES";"PR";"04/02/2000";"20/07/1999"
"802";"DTCOM - DIRECT TO COMPANY S.A.";2014-12-31;15348;3541;229;618;1259;0;0;711;20;704;11807;39;0;6606;5162;0;15348;6393;873;987;2771;1751;11;0;0;NA;6169;2619;3499;0;51;0;0;2786;NA;54110;150;251;0;-53223;1498;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12479;-8355;4124;-3935;189;-1289;-1100;-226;-1100;0;NA;-1100;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15517;14182;1335;0;0;-7373;0;-7335;-38;0;8144;-1406;-1406;0;6738;20;0;20;0;6758;6758;4715;1724;1419;-1100;0;"03303999000136";2014;"1999-07-20";"Bens Industriais";"Serviços";"PR";"Serviços Diversos";0;0;0;0;0;0;0;0;"Categoria A";"TELECOMUNICAÇÕES";"PR";"04/02/2000";"20/07/1999"
"803";"DTCOM - DIRECT TO COMPANY S.A.";2015-12-31;18994;5789;101;618;4320;0;0;746;83;539;13205;31;0;7857;5317;0;18994;8705;1161;1562;3318;2654;10;0;0;NA;7774;3402;3908;0;464;0;0;2515;NA;54110;150;235;0;-53159;1179;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13603;-9770;3833;-4012;-179;-257;-436;0;-436;0;NA;-436;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16472;15441;126;0;905;-7073;0;-6947;-126;0;9399;-1618;-1618;0;7781;2194;0;2194;0;9975;9975;5839;1863;2709;-436;0;"03303999000136";2015;"1999-07-20";"Bens Industriais";"Serviços";"PR";"Serviços Diversos";0;0;0;0;0;0;0;0;"Categoria A";"TELECOMUNICAÇÕES";"PR";"04/02/2000";"20/07/1999"
"804";"DTCOM - DIRECT TO COMPANY S.A.";2016-12-31;24604;12468;97;250;7501;0;0;657;79;3884;12136;26;0;7095;5015;0;24604;10705;663;1576;4111;4247;108;0;0;NA;11338;4780;6040;0;518;0;0;2561;NA;54110;150;226;0;-52785;860;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14915;-8882;6033;-3201;2832;-2829;3;-120;-117;0;NA;-117;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17092;16943;139;0;10;-5705;0;-5675;-30;0;11387;-1654;-1654;0;9733;348;0;348;0;10081;10081;4738;2052;3408;-117;0;"03303999000136";2016;"1999-07-20";"Bens Industriais";"Serviços";"PR";"Serviços Diversos";0;0;0;0;0;0;0;0;"Categoria A";"TELECOMUNICAÇÕES";"PR";"04/02/2000";"20/07/1999"
"805";"DTCOM - DIRECT TO COMPANY S.A.";2017-12-31;24101;9877;217;35;6023;0;0;1499;535;1568;14224;1566;0;6555;6103;0;24101;15423;2836;2129;5998;4341;119;0;0;NA;8501;5002;3435;0;64;0;0;177;NA;55090;150;221;0;-55826;542;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16410;-10436;5974;1065;7039;-2665;4374;-1204;3170;0;NA;3170;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23543;18610;4933;0;10;-8462;0;-8299;-163;0;15081;-1630;-1630;0;13451;450;0;450;0;13901;13901;5011;2224;3496;3170;0;"03303999000136";2017;"1999-07-20";"Bens Industriais";"Serviços";"PR";"Serviços Diversos";0;0;0;0;0;0;0;0;"Categoria A";"TELECOMUNICAÇÕES";"PR";"04/02/2000";"20/07/1999"
"806";"DURATEX S.A.";2010-12-31;6170867;1676028;616549;0;592110;362293;0;96715;0;8361;4494839;1255412;652;2698783;539992;NA;6170867;856245;86105;126238;59347;431608;152947;0;0;NA;1862094;1162354;114246;443071;142423;0;0;NA;3452528;1280262;303103;104590;1351770;0;412141;0;0;662;NA;NA;NA;NA;NA;NA;NA;NA;NA;2741810;-1624350;1117460;-401905;715555;-97880;617675;-150428;467247;0;467247;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3622441;3544055;79406;0;-1020;-1731407;-1417246;-314161;0;0;1891034;-372175;-372175;0;1518859;52377;0;52377;0;1571236;1571236;430734;522998;150257;467247;0;"97837181000147";2010;"1962-01-25";"Materiais Básicos";"Madeira e Papel";"SP";"Madeira";2;0;0;15;0;0;0;0;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"SP";"10/09/2007";"25/01/1962"
"807";"DURATEX S.A.";2011-12-31;6814150;1933005;726159;0;689085;411427;0;98484;0;7850;4881145;1357384;772;2939835;583154;NA;6814150;1141539;104893;159262;68987;687902;120495;0;0;NA;1979801;1227588;116055;500721;135437;0;0;NA;3692810;1542177;307932;89721;1332556;0;416823;0;0;3601;NA;NA;NA;NA;NA;NA;NA;NA;NA;2970365;-1958434;1011931;-435565;576366;-121906;454460;-79600;374860;0;374860;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3872471;3828277;46676;0;-2482;-1845558;-1557114;-288444;0;0;2026913;-430288;-430288;0;1596625;98131;0;98131;0;1694756;1694756;536658;566449;216789;374860;0;"97837181000147";2011;"1962-01-25";"Materiais Básicos";"Madeira e Papel";"SP";"Madeira";3;0;0;18;0;0;0;0;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"SP";"10/09/2007";"25/01/1962"
"808";"DURATEX S.A.";2012-12-31;7758598;2364965;1032077;0;829594;414633;0;83094;0;5567;5393633;1391619;174476;3257083;570455;NA;7758598;1268582;111392;211829;69973;681774;193614;0;0;NA;2466411;1720013;135247;485707;125444;0;0;NA;4023605;1542423;314984;83332;1655819;0;423423;0;0;3624;NA;NA;NA;NA;NA;NA;NA;NA;NA;3394399;-2211258;1183141;-490575;692566;-119400;573166;-113455;459711;0;459711;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4366765;4308655;60631;0;-2521;-2115979;-1765895;-350084;0;0;2250786;-499932;-499932;0;1750854;91074;2024;89050;0;1841928;1841928;559077;618393;204747;459711;0;"97837181000147";2012;"1962-01-25";"Materiais Básicos";"Madeira e Papel";"SP";"Madeira";1;0;0;19;0;0;0;0;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"SP";"10/09/2007";"25/01/1962"
"809";"DURATEX S.A.";2013-12-31;8178327;2588905;996843;0;955739;546948;0;80572;0;8803;5589422;1436598;122218;3456787;573819;NA;8178327;1305132;138462;180167;79426;716373;189519;0;1185;NA;2508190;1734468;144321;505593;123808;0;0;NA;4365005;1697449;323342;74993;1841851;0;427370;0;0;3624;NA;NA;NA;NA;NA;NA;NA;NA;NA;3872705;-2429038;1443667;-621688;821979;-116965;705014;-170510;534504;-14362;520142;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4976560;4911231;72050;0;-6721;-2289842;-1889520;-400322;0;0;2686718;-625597;-625597;0;2061121;94373;2743;102656;-11026;2155494;2155494;662731;752542;220079;520142;0;"97837181000147";2013;"1962-01-25";"Materiais Básicos";"Madeira e Papel";"SP";"Madeira";2;0;0;21;0;0;0;0;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"SP";"10/09/2007";"25/01/1962"
"810";"DURATEX S.A.";2014-12-31;8797107;2795554;1081089;0;959173;650694;0;96184;0;8414;6001553;1730020;1514;3715882;554137;NA;8797107;1560728;149659;166832;57758;1015610;170869;0;1185;NA;2627479;1792233;137286;610706;87254;0;0;NA;4608900;1867977;331616;70207;1868453;0;404846;0;0;65801;NA;NA;NA;NA;NA;NA;NA;NA;NA;3984507;-2767318;1217189;-596970;620219;-175142;445077;-51517;393560;-14362;393560;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5205323;5063836;150672;0;-9185;-2634628;-2136957;-497671;0;0;2570695;-607448;-607448;0;1963247;143310;666;142644;-11026;2106557;2106557;731746;665353;315898;393560;0;"97837181000147";2014;"1962-01-25";"Materiais Básicos";"Madeira e Papel";"SP";"Madeira";4;0;0;25;0;0;0;0;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"SP";"10/09/2007";"25/01/1962"
"811";"DURATEX S.A.";2015-12-31;9008059;2767638;910721;0;903957;796569;0;143833;0;12558;6240421;1925323;921;3759232;554945;NA;9008059;1296843;109020;208141;60856;497377;421449;0;1185;NA;3094740;2326912;76361;597365;94102;0;0;NA;4616476;1867977;337140;66005;1801900;0;459459;0;0;83995;NA;NA;NA;NA;NA;NA;NA;NA;NA;3963214;-2863413;1099801;-774396;325405;-219123;106282;85462;191744;-14362;191744;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5026563;5005509;35875;0;-14821;-2845645;-2298321;-547324;0;0;2180918;-585933;-585933;0;1594985;207243;666;207243;-11026;1802228;1802228;686654;498076;425754;191744;0;"97837181000147";2015;"1962-01-25";"Materiais Básicos";"Madeira e Papel";"SP";"Madeira";11;0;0;36;0;0;0;0;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"SP";"10/09/2007";"25/01/1962"
"812";"DURATEX S.A.";2016-12-31;9340796;3214706;1416360;0;883198;802498;0;95839;0;16811;6126090;2019970;921;3571895;533304;NA;9340796;1197206;89346;214226;68558;681110;143966;0;0;NA;3572938;2775931;199384;488028;109595;0;0;NA;4570652;1962366;323481;60903;1824596;0;398161;0;0;1145;NA;NA;NA;NA;NA;NA;NA;NA;NA;3909760;-2900628;1009132;-692017;317115;-299272;17843;8386;26229;0;26229;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4964538;4892035;94308;0;-21805;-2870970;-2331197;-539773;0;0;2093568;-584102;-584102;0;1509466;147964;666;147964;0;1657430;1657430;668591;516486;446124;26229;0;"97837181000147";2016;"1962-01-25";"Materiais Básicos";"Madeira e Papel";"SP";"Madeira";7;0;0;43;0;0;0;0;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"SP";"10/09/2007";"25/01/1962"
"813";"DURATEX S.A.";2017-12-31;9465574;3023458;1074364;0;1031592;760093;0;138878;0;18531;6442116;2288792;7898;3490141;655285;NA;9465574;1551576;119037;296372;143726;764824;227617;0;0;NA;3197679;2410000;189909;483338;114432;0;0;NA;4716319;1962366;326569;57344;1952231;0;416855;0;0;954;NA;NA;NA;NA;NA;NA;NA;NA;NA;3990866;-2847097;1143769;-722428;421341;-206113;215228;-30213;185015;0;185015;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5138968;5027342;124226;0;-12600;-2987231;-2406645;-580586;0;0;2151737;-565449;-565449;0;1586288;163031;0;163031;0;1749319;1749319;712914;483621;367769;185015;0;"97837181000147";2017;"1962-01-25";"Materiais Básicos";"Madeira e Papel";"SP";"Madeira";5;0;0;48;0;0;0;0;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"SP";"10/09/2007";"25/01/1962"
"814";"ECO. SEC. DTOS. CREDIT. AGRONEGÓCIOS S/A";2012-12-31;947;151;16;0;98;0;0;30;7;0;796;796;0;0;0;0;947;597;0;64;246;0;287;0;0;NA;31;0;8;0;31;0;0;319;NA;100;0;0;219;-1106;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11138;-535;10603;-5575;5028;-274;4754;-1624;3130;0;NA;3130;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11153;11138;15;0;0;-4947;0;-4947;0;0;6206;0;0;0;6206;5;0;5;0;6211;6211;451;2183;447;3130;0;"10753164000143";2012;"2009-03-02";"Não Classificados";"Não Classificado";"SP";"Não Classificados";0;0;0;0;0;0;0;0;"Categoria B";"SECURITIZAÇÃO DE RECEBÍVEIS";"SP";"15/07/2009";"02/03/2009"
"815";"ECO. SEC. DTOS. CREDIT. AGRONEGÓCIOS S/A";2013-12-31;10975;10615;1287;0;8430;0;0;145;67;686;360;360;0;0;0;0;10975;9846;0;143;150;0;9553;0;0;NA;21;0;8;0;21;0;0;1108;NA;100;0;0;1008;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11153;-537;10616;-8728;1888;-262;1626;-574;1052;0;NA;1052;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11201;11201;15;0;0;-8435;0;-4947;0;0;2766;0;0;0;2766;39;0;39;0;2805;2805;65;1213;475;1052;0;"10753164000143";2013;"2009-03-02";"Não Classificados";"Não Classificado";"SP";"Não Classificados";0;0;0;0;0;0;0;0;"Categoria B";"SECURITIZAÇÃO DE RECEBÍVEIS";"SP";"15/07/2009";"02/03/2009"
"816";"ECO. SEC. DTOS. CREDIT. AGRONEGÓCIOS S/A";2014-12-31;2103;1900;1752;0;1;0;0;76;69;2;203;203;0;0;0;0;2103;889;0;54;541;0;294;0;0;NA;14;0;0;0;14;0;0;1200;NA;299;0;0;901;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11029;-5460;5569;-3885;1684;17;1701;-539;1162;0;NA;1162;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11583;11571;12;0;0;-8873;0;-8873;0;0;2710;0;0;0;2710;60;0;60;0;2770;2770;86;1307;215;1162;0;"10753164000143";2014;"2009-03-02";"Não Classificados";"Não Classificado";"SP";"Não Classificados";0;0;0;0;0;0;0;0;"Categoria B";"SECURITIZAÇÃO DE RECEBÍVEIS";"SP";"15/07/2009";"02/03/2009"
"817";"ECO. SEC. DTOS. CREDIT. AGRONEGÓCIOS S/A";2015-12-31;2510;2318;1388;0;693;0;0;76;237;2;192;192;0;0;0;0;2510;1618;0;131;460;0;1027;0;0;NA;6;0;0;0;6;0;0;886;NA;299;0;0;587;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8845;-4282;4563;-3318;1245;-15;1230;-528;702;0;NA;702;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9296;9278;18;0;0;-7249;0;-7249;0;0;2047;0;0;0;2047;40;0;40;0;2087;2087;86;1068;231;702;0;"10753164000143";2015;"2009-03-02";"Não Classificados";"Não Classificado";"SP";"Não Classificados";0;0;0;0;0;0;0;0;"Categoria B";"SECURITIZAÇÃO DE RECEBÍVEIS";"SP";"15/07/2009";"02/03/2009"
"818";"ECO. SEC. DTOS. CREDIT. AGRONEGÓCIOS S/A";2016-12-31;7288;5074;4297;0;411;0;0;76;366;2;2214;2214;0;0;0;0;7288;5898;0;156;671;0;5071;0;0;NA;6;0;0;0;6;0;0;1390;NA;299;0;0;1091;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7304;-2037;5267;-3186;2081;-10;2071;-696;1375;0;NA;1375;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7743;7743;18;0;0;-4970;0;-4970;0;0;2773;0;0;0;2773;12;0;12;0;2785;2785;86;1167;157;1375;0;"10753164000143";2016;"2009-03-02";"Não Classificados";"Não Classificado";"SP";"Não Classificados";0;0;0;0;0;0;0;0;"Categoria B";"SECURITIZAÇÃO DE RECEBÍVEIS";"SP";"15/07/2009";"02/03/2009"
"819";"ECO. SEC. DTOS. CREDIT. AGRONEGÓCIOS S/A";2017-12-31;5802;4421;3287;0;434;0;0;204;496;0;1381;1381;0;0;0;0;5802;3907;0;158;413;0;3336;0;0;NA;902;0;489;0;413;0;0;993;NA;299;0;0;694;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9000;-3943;5057;-3809;1248;-218;1030;-185;845;0;NA;845;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9755;9586;169;0;0;-7642;0;-7629;0;-13;2113;0;0;0;2113;6;0;6;0;2119;2119;101;806;367;845;0;"10753164000143";2017;"2009-03-02";"Não Classificados";"Não Classificado";"SP";"Não Classificados";0;0;0;0;0;0;0;0;"Categoria B";"SECURITIZAÇÃO DE RECEBÍVEIS";"SP";"15/07/2009";"02/03/2009"
"820";"ECORODOVIAS CONCESSÕES E SERVIÇOS S/A";2010-12-31;2444185;456199;252866;0;54439;0;0;7891;3695;137308;1987986;35341;0;72661;1879984;NA;2444185;909613;12314;24164;14547;732458;88823;37307;0;NA;948397;784783;64082;14519;85013;0;0;NA;586175;391283;0;0;188228;-47556;0;0;0;6664;NA;NA;NA;NA;NA;NA;NA;NA;NA;1354487;-581708;772779;-72605;700174;-249011;451163;-158471;292692;0;292692;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1443489;1443489;0;0;0;-432641;-390498;-42143;0;0;1010848;-123731;-123731;0;887117;24831;0;24831;0;911948;911948;97941;247473;273842;292692;0;"08873873000110";2010;"2007-05-16";"Bens Industriais";"Transporte";"SP";"Exploração de Rodovias";0;0;0;0;0;0;0;0;"Categoria B";"Emp. Adm. Part. - Serviços Transporte e Logística";"SP";"22/12/2009";"16/05/2007"
